,Product Position,Promotion,Sales Volume,Name,Price,Terms,Section,Season,Material,Origin,revenue
222,End-cap,True,692,RIBBED KNIT T-SHIRT,692.0,t-shirts,MAN,Summer,Linen Blend,Turkey,478864.0
223,Aisle,True,1351,SEMI-SHEER KNIT SHIRT LIMITED EDITION,1351.0,t-shirts,MAN,Autumn,Wool,Portugal,1825201.0
224,Aisle,True,894,VISCOSE BLEND KNIT T-SHIRT,894.0,t-shirts,MAN,Summer,Cotton,Cambodia,799236.0
225,Aisle,True,762,STRIPED JACQUARD T-SHIRT,762.0,t-shirts,MAN,Spring,Linen,Bangladesh,580644.0
226,End-cap,True,1833,ABSTRACT PRINT KNIT T-SHIRT,1833.0,t-shirts,WOMAN,Summer,Linen,China,3359889.0
227,End-cap,True,834,STRUCTURED TEXT T-SHIRT,834.0,t-shirts,WOMAN,Summer,Linen,Vietnam,695556.0
228,Aisle,True,794,HERRINGBONE TEXTURED JACKET,794.0,shoes,WOMAN,Autumn,Cotton,Spain,630436.0
229,End-cap,True,1544,OVERSIZED CROPPED JACKET LIMITED EDITION,1544.0,t-shirts,MAN,Winter,Polyester,Pakistan,2383936.0
230,End-cap,True,1097,LEATHER BIKER JACKET,1097.0,sweaters,WOMAN,Autumn,Wool Blend,Vietnam,1203409.0
231,Aisle,True,767,CROPPED LEATHER JACKET,767.0,sweaters,WOMAN,Autumn,Wool,China,588289.0
232,End-cap,True,900,FAUX LEATHER BOXY FIT JACKET,900.0,t-shirts,WOMAN,Spring,Linen Blend,Portugal,810000.0
233,Front of Store,True,709,FAUX LEATHER JACKET,709.0,t-shirts,MAN,Autumn,Viscose,Morocco,502681.0
234,End-cap,True,815,FAUX SUEDE BOMBER JACKET,815.0,t-shirts,MAN,Autumn,Polyester,Vietnam,664225.0
235,Aisle,True,935,DENIM BOMBER JACKET,935.0,t-shirts,WOMAN,Winter,Wool,India,874225.0
236,Aisle,True,1160,BOUCLÉ TEXTURED JACKET,1160.0,t-shirts,MAN,Spring,Viscose,Bangladesh,1345600.0
237,Aisle,True,1534,SUIT JACKET IN 100% LINEN,1534.0,t-shirts,WOMAN,Spring,Cotton,Spain,2353156.0
238,Front of Store,True,970,JACQUARD DENIM JACKET,970.0,t-shirts,WOMAN,Winter,Cotton,India,940900.0
239,Aisle,True,850,PADDED DENIM JACKET,850.0,t-shirts,WOMAN,Autumn,Denim,Morocco,722500.0
240,Aisle,True,1341,LEATHER JACKET,1341.0,t-shirts,MAN,Autumn,Cotton,Bangladesh,1798281.0
241,Front of Store,True,822,LIGHTWEIGHT BOMBER JACKET,822.0,t-shirts,WOMAN,Spring,Polyester,Brazil,675684.0
242,End-cap,True,1722,SUIT JACKET,1722.0,t-shirts,WOMAN,Winter,Polyester,India,2965284.0
243,End-cap,True,1436,FAUX LEATHER BOMBER JACKET,1436.0,t-shirts,WOMAN,Spring,Cotton,Vietnam,2062096.0
244,Aisle,True,946,PATCH BOMBER JACKET,946.0,t-shirts,WOMAN,Autumn,Wool Blend,Portugal,894916.0
245,Aisle,True,1468,STRETCH POCKET OVERSHIRT,1468.0,jackets,WOMAN,Spring,Linen Blend,Bangladesh,2155024.0
246,Aisle,True,710,RIB COLLAR JACKET,710.0,jackets,WOMAN,Spring,Linen,India,504100.0
247,Front of Store,True,773,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,773.0,jackets,MAN,Autumn,Viscose,Bangladesh,597529.0
248,Aisle,True,778,CONTRASTING PATCHES BOMBER JACKET,778.0,jackets,MAN,Spring,Viscose,Spain,605284.0
249,Aisle,True,1241,PATCH BOMBER JACKET,1241.0,jackets,WOMAN,Autumn,Cotton,Bangladesh,1540081.0
250,Front of Store,True,970,CROPPED BOMBER JACKET LIMITED EDITION,970.0,jackets,WOMAN,Winter,Polyester,Morocco,940900.0
251,Front of Store,True,1484,FAUX LEATHER PUFFER JACKET,1484.0,jackets,WOMAN,Autumn,Wool Blend,Vietnam,2202256.0
252,Aisle,True,790,REGULAR STRETCH SUIT JACKET,790.0,jackets,WOMAN,Autumn,Cotton,Turkey,624100.0
253,End-cap,True,1446,QUILTED MULTIPIECE SNEAKERS STONE,1446.0,jeans,MAN,Summer,Linen,Pakistan,2090916.0
254,Aisle,True,1620,MULTIPIECE SNEAKERS CHARCOAL,1620.0,jackets,WOMAN,Winter,Wool Blend,Portugal,2624400.0
255,Aisle,True,1223,STRETCH TECHNICAL PADDED JACKET,1223.0,sweaters,MAN,Autumn,Viscose,Morocco,1495729.0
256,Aisle,True,1238,BRAIDED COLOR BLOCK SWEATER GREY,1238.0,jackets,MAN,Autumn,Wool Blend,Turkey,1532644.0
257,Front of Store,True,1408,TECHNICAL OVERSHIRT NAVY,1408.0,jackets,WOMAN,Spring,Linen,Portugal,1982464.0
258,Aisle,True,996,EMBROIDERED GATHERED WAIST KNIT SWEATER,996.0,jeans,WOMAN,Winter,Wool,Portugal,992016.0
259,Aisle,True,638,SLIM FAUX LEATHER BOXY FIT JACKET SKY BLUE,638.0,t-shirts,WOMAN,Spring,Linen,China,407044.0
260,Aisle,True,963,FAUX SUEDE PATCH JACKET SAND,963.0,jackets,WOMAN,Autumn,Viscose,Turkey,927369.0
261,End-cap,True,882,MULTIPIECE SNEAKERS BURGUNDY,882.0,shoes,WOMAN,Autumn,Polyester,Bangladesh,777924.0
262,End-cap,True,1442,SATIN FOIL KNIT CROP SWEATER,1442.0,jackets,WOMAN,Winter,Wool,Turkey,2079364.0
263,Aisle,True,991,OVERSIZED TEXT T-SHIRT SAND,991.0,jackets,MAN,Summer,Cotton,Portugal,982081.0
264,Front of Store,True,973,CROPPED FAUX SUEDE PATCH JACKET ECRU,973.0,sweaters,WOMAN,Winter,Polyester,China,946729.0
265,Aisle,True,808,SLIM MIXED COLLAR JACKET,808.0,shoes,MAN,Spring,Linen,India,652864.0
266,End-cap,True,739,STRUCTURED CONTRASTING PATCHES BOMBER JACKET ECRU,739.0,shoes,MAN,Autumn,Wool Blend,China,546121.0
267,Aisle,True,1484,STRUCTURED MULTICOLOR SNEAKERS SKY BLUE,1484.0,shoes,WOMAN,Spring,Linen,Portugal,2202256.0
268,Front of Store,True,1371,MULTICOLOR SNEAKERS WHITE,1371.0,jackets,WOMAN,Spring,Linen,Morocco,1879641.0
269,Aisle,True,768,STRETCH ASYMMETRIC CROPPED KNIT SWEATER BEIGE,768.0,jackets,MAN,Summer,Wool,Brazil,589824.0
270,Aisle,True,971,LINEN SUEDE STRAP SANDALS ECRU,971.0,shoes,WOMAN,Spring,Cotton,China,942841.0
271,Front of Store,True,948,STRETCH POCKET OVERSHIRT TAUPE,948.0,jackets,WOMAN,Spring,Linen,India,898704.0
272,Front of Store,True,1304,SLIM PADDED BOMBER JACKET BEIGE,1304.0,jackets,WOMAN,Winter,Cotton,China,1700416.0
273,End-cap,True,1377,STRETCH MOC-TOE SUEDE BOOTS IVORY,1377.0,sweaters,MAN,Spring,Polyester,Bangladesh,1896129.0
274,Aisle,True,1253,PLEATED QUILTED STRUCTURED OVERSHIRT TAUPE,1253.0,jackets,MAN,Winter,Wool Blend,Bangladesh,1570009.0
275,Aisle,True,1330,PLEATED 100% FEATHER FILL PUFFER JACKET TAUPE,1330.0,sweaters,WOMAN,Autumn,Wool Blend,Spain,1768900.0
276,Front of Store,True,1258,WOOL BLEND JACKET NAVY,1258.0,sweaters,MAN,Autumn,Acrylic,Brazil,1582564.0
277,End-cap,True,800,OVERSIZED KNIT SWEATER WITH RIPS IVORY,800.0,jackets,MAN,Winter,Wool,Turkey,640000.0
278,Aisle,True,1191,RETRO HIGH TOP SNEAKERS BEIGE,1191.0,jackets,MAN,Spring,Linen,Portugal,1418481.0
279,Front of Store,True,947,CROPPED FLEECE BOMBER JACKET TAUPE,947.0,t-shirts,WOMAN,Winter,Wool,India,896809.0
280,Aisle,True,1574,KNIT CROPPED LEATHER JACKET TAUPE,1574.0,jackets,WOMAN,Winter,Wool Blend,China,2477476.0
281,End-cap,True,899,RELAXED STRAP SANDALS KHAKI,899.0,t-shirts,WOMAN,Spring,Viscose,Morocco,808201.0
282,Aisle,True,1451,DOUBLE-BREASTED FINE KNIT SWEATER KHAKI,1451.0,jackets,WOMAN,Autumn,Wool Blend,India,2105401.0
283,Aisle,True,1370,KNIT FAUX SUEDE PATCH JACKET,1370.0,jeans,WOMAN,Autumn,Polyester,Bangladesh,1876900.0
284,End-cap,True,689,SLIM PLEATED WIDE FIT JEANS WHITE,689.0,sweaters,WOMAN,Autumn,Cotton,Turkey,474721.0
285,End-cap,True,871,OVERSIZED SUEDE JACKET,871.0,jackets,MAN,Autumn,Polyester,Portugal,758641.0
286,Aisle,True,1510,BRAIDED COLOR BLOCK SWEATER CHARCOAL,1510.0,t-shirts,WOMAN,Autumn,Polyester,Brazil,2280100.0
287,End-cap,True,887,HIGH-WAIST STRETCH SUIT JACKET SKY BLUE,887.0,jackets,WOMAN,Winter,Wool Blend,Spain,786769.0
288,Front of Store,True,916,SATIN CONTRASTING PATCHES HOODED JACKET KHAKI,916.0,jackets,WOMAN,Autumn,Satin,Portugal,839056.0
289,Front of Store,True,926,BASIC 100% WOOL SWEATER KHAKI,926.0,shoes,WOMAN,Winter,Wool,Bangladesh,857476.0
290,Front of Store,True,895,TEXTURED WOVEN LEATHER SLIDES BURGUNDY,895.0,sweaters,WOMAN,Winter,Wool,China,801025.0
291,Aisle,True,884,KNIT FAUX SHEARLING LINED SUEDE BOOTS BLACK,884.0,jackets,MAN,Winter,Wool Blend,Pakistan,781456.0
292,End-cap,True,986,RIBBED FINE KNIT CROP SWEATER,986.0,sweaters,MAN,Summer,Cotton,China,972196.0
293,Aisle,True,1440,STRUCTURED TEXT T-SHIRT WHITE,1440.0,jackets,MAN,Summer,Linen,Vietnam,2073600.0
294,Front of Store,True,797,CROPPED PRINTED DENIM OVERSHIRT TAUPE,797.0,jackets,MAN,Spring,Linen Blend,Spain,635209.0
295,Aisle,True,822,RIBBED ZIPPERED JACKET BEIGE,822.0,t-shirts,MAN,Spring,Linen Blend,India,675684.0
296,End-cap,True,1444,CROPPED SUEDE FISHERMAN SANDALS IVORY,1444.0,jeans,WOMAN,Summer,Wool Blend,Bangladesh,2085136.0
297,End-cap,True,863,OVERSIZED SUIT JACKET IN 100% LINEN BURGUNDY,863.0,jackets,WOMAN,Spring,Cotton,Portugal,744769.0
298,Aisle,True,886,POCKET JACKET NAVY,886.0,t-shirts,WOMAN,Autumn,Polyester,Cambodia,784996.0
299,Front of Store,True,1592,TAILORED 100% LINEN OVERSHIRT WHITE,1592.0,jackets,WOMAN,Spring,Linen,Bangladesh,2534464.0
300,Aisle,True,1068,EMBROIDERED HEART PRINT T-SHIRT IVORY,1068.0,jackets,WOMAN,Summer,Cotton,Bangladesh,1140624.0
301,Front of Store,True,1582,BASIC SLIM FIT T-SHIRT STONE,1582.0,shoes,WOMAN,Summer,Cotton,India,2502724.0
302,End-cap,True,1255,RIBBED TECHNICAL OVERSHIRT ECRU,1255.0,jackets,WOMAN,Autumn,Polyester,China,1575025.0
303,Aisle,True,791,RELAXED PATCH BOMBER JACKET,791.0,t-shirts,WOMAN,Spring,Wool Blend,Bangladesh,625681.0
304,End-cap,True,820,DOUBLE-BREASTED PADDED BOMBER JACKET TAUPE,820.0,t-shirts,WOMAN,Winter,Polyester,Turkey,672400.0
305,Aisle,True,1201,QUILTED DOUBLE STRAP SUEDE SANDALS KHAKI,1201.0,jackets,WOMAN,Summer,Polyester,China,1442401.0
306,Aisle,True,795,RIBBED SUEDE JACKET STONE,795.0,t-shirts,MAN,Spring,Cotton,Turkey,632025.0
307,Front of Store,True,763,BASIC KNIT SWEATER STONE,763.0,sweaters,MAN,Autumn,Wool,Vietnam,582169.0
308,Front of Store,True,1422,PLEATED DENIM BOMBER JACKET SKY BLUE,1422.0,jackets,WOMAN,Autumn,Denim,Turkey,2022084.0
309,Aisle,True,1458,OVERSIZED BOMBER JACKET ECRU,1458.0,t-shirts,WOMAN,Autumn,Viscose,Turkey,2125764.0
310,End-cap,True,820,HIGH-WAIST SUEDE FISHERMAN SANDALS SAND,820.0,t-shirts,WOMAN,Summer,Wool Blend,Morocco,672400.0
311,Aisle,True,1363,STRUCTURED CONTRAST JACQUARD JACKET,1363.0,sweaters,MAN,Autumn,Cotton,Spain,1857769.0
312,End-cap,True,1217,KNIT PEARL SWEATER SAND,1217.0,jackets,MAN,Autumn,Wool Blend,India,1481089.0
313,Aisle,True,1589,CROPPED FAUX SUEDE PATCH JACKET GREY,1589.0,jackets,MAN,Spring,Polyester,Brazil,2524921.0
314,End-cap,True,826,UTILITY COTTON BLEND BOMBER JACKET OLIVE,826.0,t-shirts,WOMAN,Spring,Linen,India,682276.0
315,Aisle,True,1713,CROPPED SUEDE RETRO SNEAKERS BROWN,1713.0,jackets,WOMAN,Summer,Linen Blend,Bangladesh,2934369.0
316,End-cap,True,718,STRETCH SOFT JEWEL SWEATER TAUPE,718.0,jackets,MAN,Autumn,Wool,Bangladesh,515524.0
317,Aisle,True,833,REGULAR METAL BEAD KNIT SWEATER STONE,833.0,jeans,WOMAN,Autumn,Wool Blend,Bangladesh,693889.0
318,Front of Store,True,813,LONGLINE QUILTED JACKET CHARCOAL,813.0,jackets,WOMAN,Summer,Linen Blend,China,660969.0
319,End-cap,True,774,HIGH-WAIST JEWEL KNIT SWEATER KHAKI,774.0,shoes,MAN,Autumn,Wool Blend,Spain,599076.0
320,Aisle,True,963,BOXY FIT DENIM JACKET,963.0,t-shirts,MAN,Winter,Wool,Turkey,927369.0
321,Aisle,True,894,LINEN MULTIPIECE SNEAKERS CHARCOAL,894.0,jackets,WOMAN,Summer,Linen Blend,Morocco,799236.0
322,Front of Store,True,930,PLEATED LEATHER BIKER JACKET OLIVE,930.0,shoes,MAN,Autumn,Wool Blend,China,864900.0
323,Front of Store,True,860,CROPPED LEATHER BIKER JACKET BROWN,860.0,sweaters,MAN,Winter,Wool Blend,India,739600.0
324,Front of Store,True,1435,SATIN CROPPED BOMBER JACKET LIMITED EDITION WHITE,1435.0,sweaters,MAN,Autumn,Satin,Brazil,2059225.0
325,End-cap,True,786,OVERSIZED STRETCH POCKET OVERSHIRT GREY,786.0,jackets,MAN,Autumn,Viscose,Morocco,617796.0
326,Front of Store,True,868,TEXTURED METAL BEAD KNIT SWEATER SAND,868.0,t-shirts,WOMAN,Winter,Wool,Bangladesh,753424.0
327,End-cap,True,936,STRIPED TEXTURED OVERSHIRT NAVY,936.0,t-shirts,WOMAN,Spring,Cotton,Turkey,876096.0
328,Aisle,True,1386,SUEDE HIGH-TOPS CHARCOAL,1386.0,t-shirts,MAN,Autumn,Polyester,Turkey,1920996.0
329,End-cap,True,1515,HIGH-WAIST KNIT SWEATER WITH RIPS BURGUNDY,1515.0,jackets,WOMAN,Autumn,Wool Blend,India,2295225.0
330,Front of Store,True,799,REGULAR KNIT SWEATER WITH BUTTONS BURGUNDY,799.0,sweaters,WOMAN,Winter,Wool,Turkey,638401.0
331,Front of Store,True,965,STRETCH MULTICOLOR SNEAKERS BEIGE,965.0,sweaters,WOMAN,Summer,Cotton,China,931225.0
332,Aisle,True,1490,PLAID OVERSHIRT BROWN,1490.0,jackets,WOMAN,Spring,Cotton,Morocco,2220100.0
333,Front of Store,True,1657,GATHERED WAIST KNIT SWEATER BLACK,1657.0,jackets,WOMAN,Summer,Wool,Bangladesh,2745649.0
334,End-cap,True,1613,ALPACA BLEND OPEN KNIT SWEATER STONE,1613.0,sweaters,MAN,Winter,Wool Blend,Morocco,2601769.0
335,Aisle,True,1691,QUILTED POCKET JACKET SAND,1691.0,t-shirts,WOMAN,Summer,Cotton,India,2859481.0
336,Aisle,True,1503,EMBROIDERED CASHMERE BLEND KNIT SWEATER STONE,1503.0,jackets,WOMAN,Winter,Wool,India,2259009.0
337,End-cap,True,830,UTILITY ACID WASH DENIM JACKET GREY,830.0,t-shirts,WOMAN,Spring,Linen,Morocco,688900.0
338,Aisle,True,788,CROPPED RIPPED DENIM JACKET IVORY,788.0,jackets,WOMAN,Spring,Cotton,Bangladesh,620944.0
339,Aisle,True,1485,KNIT CONTRAST JACQUARD JACKET SKY BLUE,1485.0,jackets,WOMAN,Autumn,Wool Blend,Spain,2205225.0
340,Front of Store,True,1625,PLEATED COTTON OVERSHIRT ECRU,1625.0,sweaters,WOMAN,Winter,Wool,China,2640625.0
341,End-cap,True,829,TEXTURED MIXED COLLAR JACKET OLIVE,829.0,jackets,WOMAN,Winter,Polyester,Portugal,687241.0
342,Front of Store,True,1497,CROPPED FAUX LEATHER JACKET BURGUNDY,1497.0,sweaters,WOMAN,Summer,Wool Blend,Brazil,2241009.0
343,Front of Store,True,1102,RELAXED ZIPPER MULTIPIECE SNEAKERS BROWN,1102.0,sweaters,WOMAN,Winter,Cotton,Turkey,1214404.0
344,Aisle,True,1359,KNIT GEOMETRIC JACQUARD OVERSHIRT BEIGE,1359.0,jackets,WOMAN,Autumn,Acrylic,Argentina,1846881.0
345,End-cap,True,1072,CROPPED KNIT V-NECK SWEATER NAVY,1072.0,jeans,WOMAN,Winter,Wool Blend,Bangladesh,1149184.0
346,Aisle,True,1377,RIBBED CROPPED BOMBER JACKET LIMITED EDITION IVORY,1377.0,jackets,WOMAN,Autumn,Cotton,Vietnam,1896129.0
347,End-cap,True,836,CROPPED COTTON - LINEN BLEND JACKET TAUPE,836.0,sweaters,MAN,Summer,Cotton,Morocco,698896.0
348,End-cap,True,642,ZIPPERED JACKET,642.0,jackets,WOMAN,Autumn,Wool,China,412164.0
349,Aisle,True,837,PLEATED SEMI-SHEER KNIT SHIRT LIMITED EDITION OLIVE,837.0,t-shirts,MAN,Winter,Acrylic,Bangladesh,700569.0
350,Aisle,True,825,LINEN CROPPED OVERSHIRT BEIGE,825.0,t-shirts,WOMAN,Summer,Linen,Bangladesh,680625.0
351,Aisle,True,912,SLIM HOODED DENIM JACKET IVORY,912.0,jackets,WOMAN,Spring,Cotton,China,831744.0
352,Front of Store,True,1605,LINEN SUEDE RETRO SNEAKERS SKY BLUE,1605.0,jackets,WOMAN,Spring,Cotton,Vietnam,2576025.0
353,Front of Store,True,1417,RELAXED PLAID OVERSHIRT GREY,1417.0,t-shirts,WOMAN,Spring,Cotton,Turkey,2007889.0
354,End-cap,True,939,UTILITY FAUX SUEDE BOMBER JACKET NAVY,939.0,jackets,WOMAN,Autumn,Viscose,China,881721.0
355,Front of Store,True,1444,PLEATED FAUX SUEDE BOMBER JACKET WHITE,1444.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,2085136.0
356,Aisle,True,797,STRETCH STRETCH POCKET OVERSHIRT BLACK,797.0,shoes,MAN,Autumn,Viscose,Portugal,635209.0
357,Front of Store,True,998,STRUCTURED HOODED KNIT CARDIGAN KHAKI,998.0,shoes,WOMAN,Winter,Wool Blend,China,996004.0
358,Front of Store,True,1322,COTTON OVERSHIRT BLACK,1322.0,shoes,MAN,Spring,Linen,China,1747684.0
359,End-cap,True,1286,TEXTURED DENIM JACKET LIMITED EDITION SKY BLUE,1286.0,jackets,WOMAN,Spring,Cotton,Bangladesh,1653796.0
360,Front of Store,True,1325,UTILITY PUFFER JACKET WITH POUCH POCKET KHAKI,1325.0,sweaters,WOMAN,Autumn,Wool Blend,Bangladesh,1755625.0
361,End-cap,True,1299,TEXTURED TEXTURED POCKET JACKET BEIGE,1299.0,jackets,WOMAN,Autumn,Wool,Bangladesh,1687401.0
362,End-cap,True,1312,TEXTURED DENIM SHIRT TAUPE,1312.0,sweaters,MAN,Spring,Linen,Bangladesh,1721344.0
363,End-cap,True,996,KNIT SWEATER WITH PIPING KHAKI,996.0,t-shirts,WOMAN,Spring,Cotton,Vietnam,992016.0
364,Aisle,True,1574,REGULAR FAUX LEATHER BOXY FIT JACKET CHARCOAL,1574.0,jackets,WOMAN,Autumn,Viscose,Bangladesh,2477476.0
365,Aisle,True,1474,OVERSIZED WASHED TECHNICAL JACKET TAUPE,1474.0,jackets,MAN,Winter,Wool Blend,Turkey,2172676.0
366,Aisle,True,921,EMBROIDERED CROPPED BOMBER JACKET LIMITED EDITION CHARCOAL,921.0,shoes,WOMAN,Autumn,Viscose,Bangladesh,848241.0
367,Aisle,True,963,STRETCH JEWEL KNIT SWEATER ECRU,963.0,sweaters,WOMAN,Summer,Wool,Vietnam,927369.0
368,End-cap,True,778,TEXTURED SUEDE RETRO SNEAKERS KHAKI,778.0,jeans,WOMAN,Autumn,Viscose,India,605284.0
369,Front of Store,True,1414,REGULAR COTTON - LINEN BLEND JACKET WHITE,1414.0,t-shirts,MAN,Summer,Linen,Turkey,1999396.0
370,Front of Store,True,1110,TEXTURED EMBROIDERED PATCH JACKET BURGUNDY,1110.0,jackets,WOMAN,Summer,Cotton,India,1232100.0
371,End-cap,True,868,UTILITY BOMBER JACKET GREY,868.0,sweaters,MAN,Spring,Viscose,Morocco,753424.0
372,Front of Store,True,1415,RIBBED POCKET DENIM OVERSHIRT CHARCOAL,1415.0,sweaters,WOMAN,Spring,Linen,China,2002225.0
373,Aisle,True,873,QUILTED PURL KNIT SWEATER,873.0,t-shirts,WOMAN,Autumn,Acrylic,Cambodia,762129.0
374,Front of Store,True,790,BAGGY FIT JEANS LIMITED EDITION GREY,790.0,jackets,WOMAN,Spring,Linen Blend,Argentina,624100.0
375,End-cap,True,792,KNIT V-NECK SWEATER STONE,792.0,jackets,WOMAN,Autumn,Wool Blend,Morocco,627264.0
376,Aisle,True,1367,BELTED SUIT JACKET ECRU,1367.0,shoes,WOMAN,Autumn,Wool,Argentina,1868689.0
377,End-cap,True,1651,TEXTURED STRAP SANDALS SKY BLUE,1651.0,jackets,WOMAN,Summer,Linen,Morocco,2725801.0
378,Aisle,True,829,BAGGY BELTED JEANS OLIVE,829.0,sweaters,MAN,Winter,Polyester,Bangladesh,687241.0
379,Aisle,True,1448,RELAXED RETRO RUNNING SNEAKERS BURGUNDY,1448.0,jackets,WOMAN,Autumn,Polyester,Turkey,2096704.0
380,Aisle,True,1453,SLIM KNIT SWEATER WITH RIPS SAND,1453.0,jackets,WOMAN,Autumn,Wool,Bangladesh,2111209.0
381,Aisle,True,953,FAUX SHEARLING LINED SUEDE BOOTS GREY,953.0,jeans,WOMAN,Autumn,Polyester,China,908209.0
382,Aisle,True,1218,TEXTURED OVERSIZED KNIT SWEATER BURGUNDY,1218.0,t-shirts,WOMAN,Spring,Wool,Bangladesh,1483524.0
383,End-cap,True,1028,TAILORED OVERSIZED KNIT SWEATER SKY BLUE,1028.0,shoes,MAN,Winter,Wool Blend,Brazil,1056784.0
384,End-cap,True,1332,BASIC SLIM FIT T-SHIRT BROWN,1332.0,shoes,MAN,Summer,Linen,Cambodia,1774224.0
385,End-cap,True,1317,TEXTURED POCKET JACKET IVORY,1317.0,shoes,WOMAN,Autumn,Denim,Bangladesh,1734489.0
386,Aisle,True,923,SLIM ABSTRACT PRINT T-SHIRT SKY BLUE,923.0,jackets,WOMAN,Spring,Cotton,Portugal,851929.0
387,End-cap,True,969,STRUCTURED WASHED TECHNICAL JACKET SAND,969.0,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,938961.0
388,Aisle,True,924,HIGH-WAIST SUEDE RETRO SNEAKERS IVORY,924.0,jackets,MAN,Autumn,Cotton,India,853776.0
389,Aisle,True,1622,DOUBLE-BREASTED BAGGY BELTED JEANS KHAKI,1622.0,jackets,WOMAN,Winter,Denim,India,2630884.0
390,Front of Store,True,712,RIBBED TUXEDO JACKET IVORY,712.0,jackets,MAN,Autumn,Wool,Vietnam,506944.0
391,End-cap,True,1344,PLEATED CROPPED BOMBER JACKET LIMITED EDITION TAUPE,1344.0,jackets,MAN,Spring,Cotton,Turkey,1806336.0
392,Aisle,True,929,POCKET PUFFER JACKET BEIGE,929.0,jackets,WOMAN,Summer,Wool Blend,India,863041.0
393,Aisle,True,895,LINEN STRIPED JACQUARD T-SHIRT BURGUNDY,895.0,jackets,WOMAN,Spring,Cotton,Spain,801025.0
394,Front of Store,True,936,QUILTED STRIPED KNIT SWEATER KHAKI,936.0,jackets,WOMAN,Winter,Wool Blend,Turkey,876096.0
395,Front of Store,True,892,CROPPED OVERSHIRT NAVY,892.0,jackets,MAN,Summer,Cotton,Brazil,795664.0
396,End-cap,True,1525,SATIN BOMBER JACKET CHARCOAL,1525.0,jackets,WOMAN,Winter,Wool,Portugal,2325625.0
397,Aisle,True,1280,POCKET PUFFER JACKET WHITE,1280.0,sweaters,MAN,Autumn,Wool,Vietnam,1638400.0
398,End-cap,True,1632,TAILORED CONTRAST SOLE LEATHER SNEAKERS SKY BLUE,1632.0,jackets,WOMAN,Summer,Cotton,Portugal,2663424.0
399,End-cap,True,1459,HIGH-WAIST JEWEL KNIT SWEATER KHAKI,1459.0,jackets,WOMAN,Autumn,Acrylic,Morocco,2128681.0
400,Aisle,True,1774,SATIN CROPPED LEATHER JACKET SKY BLUE,1774.0,sweaters,WOMAN,Winter,Polyester,Cambodia,3147076.0
401,End-cap,True,761,RIBBED CONTRAST SOLE LEATHER SNEAKERS GREY,761.0,sweaters,WOMAN,Spring,Polyester,Bangladesh,579121.0
402,Front of Store,True,1593,SLIM MOCK NECK WOOL AND SILK BLEND KNIT TOP BEIGE,1593.0,jackets,WOMAN,Winter,Wool Blend,Spain,2537649.0
403,Aisle,True,844,STRUCTURED SUIT JACKET IN 100% LINEN,844.0,sweaters,MAN,Spring,Cotton,China,712336.0
404,End-cap,True,782,SLIM KNIT SWEATER WITH BUTTONS,782.0,shoes,WOMAN,Winter,Wool Blend,Vietnam,611524.0
405,End-cap,True,1601,QUILTED OVERSIZE FIT T-SHIRT CHARCOAL,1601.0,jackets,MAN,Summer,Linen Blend,Spain,2563201.0
406,End-cap,True,1671,OVERSIZED PADDED DENIM JACKET ECRU,1671.0,shoes,WOMAN,Winter,Denim,Morocco,2792241.0
407,End-cap,True,755,BASIC 100% WOOL SWEATER WHITE,755.0,sweaters,WOMAN,Autumn,Wool,India,570025.0
408,Front of Store,True,1346,TAILORED POCKET DENIM OVERSHIRT BLACK,1346.0,jackets,WOMAN,Autumn,Cotton,Morocco,1811716.0
409,Aisle,True,1167,KNIT TUXEDO JACKET WHITE,1167.0,sweaters,MAN,Winter,Wool,Morocco,1361889.0
410,Front of Store,True,860,OVERSHIRT WITH CONTRASTING TOPSTITCHING IVORY,860.0,jackets,MAN,Winter,Wool,China,739600.0
411,End-cap,True,877,LINEN POCKET DENIM OVERSHIRT IVORY,877.0,jackets,WOMAN,Spring,Linen,China,769129.0
412,End-cap,True,1362,KNIT PURL KNIT SWEATER BLACK,1362.0,jackets,WOMAN,Autumn,Wool,China,1855044.0
413,End-cap,True,779,HIGH-WAIST ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER WHITE,779.0,jackets,WOMAN,Autumn,Wool Blend,Morocco,606841.0
414,Front of Store,True,808,RIBBED BAGGY FIT JEANS LIMITED EDITION BURGUNDY,808.0,jackets,MAN,Autumn,Denim,China,652864.0
415,Aisle,True,1127,TAILORED KNIT SWEATER WITH RIPS TAUPE,1127.0,sweaters,MAN,Autumn,Wool Blend,Brazil,1270129.0
416,Aisle,True,1008,QUILTED FLEECE OVERSHIRT ECRU,1008.0,jackets,MAN,Winter,Cotton,Pakistan,1016064.0
417,Aisle,True,1335,KNIT BASIC 100% WOOL SWEATER BROWN,1335.0,jackets,WOMAN,Autumn,Wool Blend,Morocco,1782225.0
418,Aisle,True,1037,STRUCTURED WOOL AND CASHMERE BLEND RIB SWEATER SKY BLUE,1037.0,jackets,WOMAN,Winter,Wool,Turkey,1075369.0
419,Aisle,True,1089,V-NECK KNIT SWEATER BURGUNDY,1089.0,jackets,WOMAN,Winter,Wool Blend,Spain,1185921.0
